,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
994,2024-01-24,2074.8657487004966,2009.8250623804306,2122.888583701127,2074.8657487004966,2074.8657487004966,-9.337528172546389,-9.337528172546389,-9.337528172546389,4.795698711980489,4.795698711980489,4.795698711980489,-14.133226884526877,-14.133226884526877,-14.133226884526877,0.0,0.0,0.0,2065.5282205279505
995,2024-01-25,2076.26357465989,2012.7163388503745,2125.732212526274,2076.26357465989,2076.26357465989,-7.913768282564041,-7.913768282564041,-7.913768282564041,5.995762586002823,5.995762586002823,5.995762586002823,-13.909530868566863,-13.909530868566863,-13.909530868566863,0.0,0.0,0.0,2068.349806377326
996,2024-01-26,2077.661400619283,2009.533330607818,2122.917563083722,2077.661400619283,2077.661400619283,-8.66145055259445,-8.66145055259445,-8.66145055259445,5.209507792758721,5.209507792758721,5.209507792758721,-13.870958345353172,-13.870958345353172,-13.870958345353172,0.0,0.0,0.0,2068.9999500666886
997,2024-01-29,2081.8548784974632,2012.3280180108543,2121.8800550085502,2081.8548784974632,2081.8548784974632,-12.598540598347567,-12.598540598347567,-12.598540598347567,2.327622029593902,2.327622029593902,2.327622029593902,-14.92616262794147,-14.92616262794147,-14.92616262794147,0.0,0.0,0.0,2069.256337899116
998,2024-01-30,2083.2527044568565,2014.1980311074922,2130.0053597025203,2083.2527044568565,2083.2527044568565,-10.56460992801685,-10.56460992801685,-10.56460992801685,5.101488579722717,5.101488579722717,5.101488579722717,-15.666098507739568,-15.666098507739568,-15.666098507739568,0.0,0.0,0.0,2072.6880945288394
999,2024-01-31,2084.6505304162492,2014.981913808832,2128.986620141408,2084.6505304162492,2084.6505304162492,-11.791949389646911,-11.791949389646911,-11.791949389646911,4.795698711981889,4.795698711981889,4.795698711981889,-16.5876481016288,-16.5876481016288,-16.5876481016288,0.0,0.0,0.0,2072.858581026602
1000,2024-02-01,2086.048356375643,2018.263640264193,2136.763478392349,2086.048356375643,2086.048356375643,-11.680825132897843,-11.680825132897843,-11.680825132897843,5.995762585991581,5.995762585991581,5.995762585991581,-17.676587718889426,-17.676587718889426,-17.676587718889426,0.0,0.0,0.0,2074.367531242745
1001,2024-02-02,2087.446182335036,2017.3134917042294,2136.641376406565,2087.446182335036,2087.446182335036,-13.70501209606939,-13.70501209606939,-13.70501209606939,5.2095077927486555,5.2095077927486555,5.2095077927486555,-18.914519888818045,-18.914519888818045,-18.914519888818045,0.0,0.0,0.0,2073.741170238967
1002,2024-02-05,2091.6396602132163,2008.251595512241,2129.547672677292,2091.6396602132163,2091.6396602132163,-20.95682002529725,-20.95682002529725,-20.95682002529725,2.327622029594958,2.327622029594958,2.327622029594958,-23.28444205489221,-23.28444205489221,-23.28444205489221,0.0,0.0,0.0,2070.682840187919
1003,2024-02-06,2093.037486172609,2017.4736194431737,2134.017432886108,2093.037486172609,2093.037486172609,-19.764933244926276,-19.764933244926276,-19.764933244926276,5.101488579718974,5.101488579718974,5.101488579718974,-24.86642182464525,-24.86642182464525,-24.86642182464525,0.0,0.0,0.0,2073.2725529276827
1004,2024-02-07,2094.4353121320028,2014.2214419417198,2125.1071197562615,2094.4353121320028,2094.4353121320028,-21.66395786464849,-21.66395786464849,-21.66395786464849,4.795698711983293,4.795698711983293,4.795698711983293,-26.459656576631783,-26.459656576631783,-26.459656576631783,0.0,0.0,0.0,2072.771354267354
1005,2024-02-08,2095.833138091396,2014.419496570814,2132.5469219022484,2095.833138091396,2095.833138091396,-22.036257927120676,-22.036257927120676,-22.036257927120676,5.995762585993863,5.995762585993863,5.995762585993863,-28.032020513114542,-28.032020513114542,-28.032020513114542,0.0,0.0,0.0,2073.7968801642755
1006,2024-02-09,2097.230964050789,2010.7392929780876,2126.185695896458,2097.230964050789,2097.230964050789,-24.342135906262484,-24.342135906262484,-24.342135906262484,5.209507792787459,5.209507792787459,5.209507792787459,-29.551643699049944,-29.551643699049944,-29.551643699049944,0.0,0.0,0.0,2072.8888281445265
1007,2024-02-12,2101.424441928969,2015.1832481544773,2127.2328603363517,2101.424441928969,2101.424441928969,-31.168261255570112,-31.168261255570112,-31.168261255570112,2.327622029616161,2.327622029616161,2.327622029616161,-33.49588328518627,-33.49588328518627,-33.49588328518627,0.0,0.0,0.0,2070.256180673399
1008,2024-02-13,2103.4295760788386,2015.7935064068174,2130.2145611203714,2103.4295760788386,2103.4295760788386,-29.416959836629587,-29.416959836629587,-29.416959836629587,5.101488579715234,5.101488579715234,5.101488579715234,-34.518448416344825,-34.518448416344825,-34.518448416344825,0.0,0.0,0.0,2074.012616242209
1009,2024-02-14,2105.4347102287084,2016.4245849782471,2132.0859386445754,2105.4347102287084,2105.4347102287084,-30.56396214518261,-30.56396214518261,-30.56396214518261,4.795698711980817,4.795698711980817,4.795698711980817,-35.35966085716343,-35.35966085716343,-35.35966085716343,0.0,0.0,0.0,2074.8707480835255
1010,2024-02-15,2107.4398443785776,2019.6596762516954,2136.4260977288377,2107.4398443785776,2107.4398443785776,-30.00880308868417,-30.00880308868417,-30.00880308868417,5.9957625859969035,5.9957625859969035,5.9957625859969035,-36.004565674681075,-36.004565674681075,-36.004565674681075,0.0,0.0,0.0,2077.4310412898935
